Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Geographical_Distribution,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Executive_Sponsorship,Funding_Source,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Risk_Level
PROJ_3104,Healthcare,7,412596.29,5,1.85,9,Waterfall,Senior,3,1,1.36,Closure,Volatile,0.03,0.51,2,2.08,Medium,Expert,3,Poor,0.0,0.69,Strong,External,0.84,4.64,0.96,Low,1.2,4,0.45,0.0,Mid-level PM,Ad-hoc,Strict,Good,N/A,Fixed-Price,High,Stable,Occasional,Basic,None,Partially Colocated,Excellent,12,1,1.0,Medium
PROJ_3105,IT,7,638247.84,10,4.9,8,Scrum,Mixed,0,4,0.06,Initiation,Moderate,0.24,0.86,2,2.21,High,Familiar,5,Excellent,0.18,1.17,Strong,External,0.14,7.01,0.69,Low,0.45,0,0.46,0.66,Junior PM,Managed,Low,Moderate,Modern/Stable,Time & Materials,Low,Extreme,First-time,Formal,Basic,Fully Remote,Good,2,3,1.0,High
PROJ_3106,Manufacturing,11,886391.38,13,4.51,7,Agile,Mixed,4,2,2.23,Planning,Moderate,0.5,0.68,1,7.29,High,Familiar,4,Medium,0.0,0.98,Strong,Mixed,0.67,2.46,0.55,High,0.61,5,0.81,0.0,Mid-level PM,Managed,High,Limited,N/A,Time & Materials,Low,Stable,Regular,Formal,Formal,Fully Remote,Poor,8,1,1.0,Medium
PROJ_3107,Marketing,16,845790.08,19,6.03,8,Waterfall,Junior,0,4,0.24,Initiation,Stable,0.39,0.46,0,1.44,Low,Familiar,3,High,0.0,1.21,Strong,External,0.06,6.26,0.71,Medium,1.18,3,0.74,0.0,Mid-level PM,Defined,Medium,Poor,N/A,Cost-Plus,Medium,High,Occasional,Basic,Formal,Fully Remote,Poor,8,3,1.0,Critical
PROJ_3108,Construction,33,1794472.19,23,6.3,12,Waterfall,Expert,5,5,1.48,Monitoring,Volatile,0.3,0.68,3,2.11,Medium,Familiar,1,Excellent,0.0,1.21,Moderate,Internal,0.73,4.8,0.79,High,0.58,6,0.83,0.0,Certified PM,Managed,Medium,Excellent,N/A,Fixed-Price,High,High,Occasional,Formal,Formal,Fully Remote,Excellent,6,6,1.0,Low
PROJ_3109,IT,2,529685.35,6,3.17,8,Kanban,Expert,1,3,1.29,Planning,Moderate,0.33,0.6,2,2.03,Low,Familiar,2,Medium,0.24,0.75,Weak,Mixed,0.71,2.52,0.51,Medium,0.69,7,0.45,0.54,Certified PM,Managed,High,Poor,Modern/Stable,Fixed-Price,Medium,Moderate,Occasional,Basic,Formal,Fully Colocated,Good,2,2,1.0,Medium
PROJ_3110,Marketing,8,1039029.68,17,7.14,7,Kanban,Senior,3,3,3.78,Closure,Volatile,0.15,0.44,0,4.03,Critical,Familiar,1,High,0.05,0.99,Moderate,Internal,0.75,5.4,0.73,High,0.7,5,0.68,0.0,Senior PM,Defined,Medium,Good,N/A,Time & Materials,High,High,Occasional,Basic,Formal,Fully Colocated,Poor,12,2,1.1,High
PROJ_3111,IT,10,639386.93,10,4.56,10,Agile,Senior,0,3,2.74,Initiation,Volatile,0.15,0.61,1,2.52,Medium,Expert,1,Poor,0.12,0.88,Weak,Internal,0.21,6.49,0.47,Low,0.58,5,0.52,0.2,Senior PM,Optimizing,High,Good,Modern/Stable,Time & Materials,Medium,High,Occasional,Formal,Advanced,Fully Remote,Basic,7,4,1.0,Medium
PROJ_3112,Marketing,14,1029295.38,23,8.0,10,Kanban,Senior,2,6,1.92,Monitoring,Stable,0.3,0.58,0,3.6,Low,Expert,4,Low,0.0,0.65,Strong,Internal,0.06,7.11,0.43,Low,3.25,5,0.87,0.0,Mid-level PM,Managed,Medium,Moderate,N/A,Time & Materials,High,Extreme,Regular,Basic,Basic,Fully Remote,Poor,7,2,1.0,High
PROJ_3113,R&D,31,2864475.07,28,10.0,26,Agile,Expert,2,7,1.73,Closure,Stable,0.04,0.85,1,2.69,Medium,New,4,Medium,0.0,1.0,Weak,External,0.24,9.03,0.8,Low,3.21,2,0.57,0.0,Senior PM,Ad-hoc,Low,Poor,N/A,Time & Materials,Medium,High,Strategic,None,None,Hybrid,Good,10,12,1.0,High
PROJ_3114,Manufacturing,8,474845.17,10,2.87,10,Waterfall,Expert,2,0,1.18,Execution,Stable,0.03,0.65,2,4.55,High,Familiar,2,Excellent,0.0,1.25,Strong,Government,0.68,2.63,0.3,High,1.45,5,0.57,0.0,Junior PM,Managed,Low,Excellent,N/A,Hybrid,High,Stable,Regular,Basic,Formal,Hybrid,Good,5,1,1.0,Low
PROJ_3115,Construction,23,1593090.43,16,3.41,17,Hybrid,Junior,2,2,0.74,Initiation,Volatile,0.32,0.48,3,3.63,Low,New,3,Low,0.0,1.15,Strong,External,0.86,1.77,0.8,Critical,2.12,3,0.65,0.0,Senior PM,Defined,High,Limited,N/A,Fixed-Price,High,Stable,Strategic,Basic,Basic,Hybrid,Basic,10,2,1.0,High
PROJ_3116,IT,21,1545942.86,24,8.67,14,Scrum,Senior,3,6,1.41,Execution,Stable,0.26,0.55,2,2.49,Medium,Expert,3,Excellent,0.0,0.97,Strong,Mixed,0.91,6.42,0.52,Low,0.2,7,0.65,0.71,Mid-level PM,Managed,High,Excellent,Mixed,Time & Materials,Low,Extreme,Strategic,Formal,Formal,Fully Colocated,Good,5,11,1.0,Medium
PROJ_3117,Construction,28,2208464.35,28,7.62,15,Hybrid,Senior,4,3,2.91,Initiation,Stable,0.2,0.72,0,4.55,High,Expert,5,High,0.0,0.63,Strong,External,0.11,4.09,0.74,High,1.65,5,0.56,0.0,Certified PM,Managed,Medium,Moderate,N/A,Fixed-Price,High,Moderate,Strategic,Formal,Formal,Hybrid,Poor,12,11,1.0,Low
PROJ_3118,R&D,28,2355211.87,28,10.0,16,Agile,Mixed,0,6,2.2,Initiation,Moderate,0.3,0.84,2,4.56,Critical,New,4,Low,0.0,1.19,Strong,Mixed,0.95,2.82,0.81,Medium,1.81,6,0.8,0.0,Junior PM,Managed,Medium,Good,N/A,Hybrid,High,High,Regular,Formal,Formal,Hybrid,Basic,5,11,1.0,Critical
PROJ_3119,Healthcare,12,861494.62,14,6.03,10,Scrum,Mixed,2,3,2.33,Closure,Volatile,0.17,0.5,0,2.31,Low,New,5,Medium,0.07,1.26,Moderate,External,0.88,9.25,0.49,Low,0.21,1,0.92,0.0,Senior PM,Managed,High,Limited,N/A,Fixed-Price,Low,Extreme,Strategic,Formal,Formal,Fully Colocated,Poor,5,1,1.0,Medium
PROJ_3120,R&D,16,1475801.32,19,7.3,13,Agile,Junior,1,4,0.27,Initiation,Moderate,0.23,0.71,4,1.66,Medium,Familiar,1,Low,0.0,0.71,Strong,External,0.82,8.51,0.75,High,0.6,6,0.51,0.0,Senior PM,Ad-hoc,High,Limited,N/A,Time & Materials,High,High,Regular,None,Advanced,Partially Colocated,Basic,10,8,1.0,Critical
PROJ_3121,Construction,47,2713372.96,33,7.52,25,Waterfall,Junior,1,2,1.78,Monitoring,Moderate,0.36,0.83,3,1.41,Low,Familiar,1,Medium,0.0,0.83,Weak,External,0.03,9.0,0.87,Medium,0.9,6,0.95,0.0,Mid-level PM,Ad-hoc,Low,Limited,N/A,Fixed-Price,Medium,Moderate,Strategic,None,Basic,Partially Colocated,Poor,12,1,1.0,Critical
PROJ_3122,IT,7,985222.94,12,3.97,7,Scrum,Senior,1,0,0.36,Execution,Moderate,0.35,0.83,1,2.36,Low,Familiar,3,Medium,0.0,0.94,Weak,External,0.21,7.61,0.77,Critical,0.53,0,0.9,0.99,Certified PM,Defined,Strict,Moderate,Legacy/Unstable,Time & Materials,Medium,High,Strategic,Basic,Basic,Hybrid,Basic,4,1,1.0,High
PROJ_3123,Healthcare,8,418515.94,10,3.0,9,Waterfall,Senior,3,3,0.4,Monitoring,Volatile,0.19,0.45,2,1.71,High,Expert,3,Low,0.0,1.19,Strong,Mixed,0.24,6.61,0.39,High,2.09,5,0.45,0.0,Senior PM,Managed,Strict,Poor,N/A,Cost-Plus,Medium,Extreme,Occasional,Advanced,Formal,Fully Remote,Good,2,4,1.0,High
PROJ_3124,IT,19,1300471.06,22,9.54,14,Scrum,Mixed,2,6,1.34,Initiation,Volatile,0.54,0.76,2,10.15,High,Familiar,5,Medium,0.08,0.82,Moderate,Internal,0.8,3.17,0.75,High,4.65,0,0.76,0.24,Mid-level PM,Ad-hoc,Strict,Limited,Legacy/Unstable,Time & Materials,High,High,Occasional,None,Basic,Hybrid,Good,7,3,1.0,Critical
PROJ_3125,R&D,19,1903045.13,22,8.6,18,Scrum,Mixed,0,3,1.72,Initiation,Moderate,0.32,0.9,1,1.51,Medium,New,2,Excellent,0.0,0.7,Moderate,Mixed,0.19,3.46,0.5,Low,1.7,6,0.78,0.0,Junior PM,Optimizing,Medium,Limited,N/A,Cost-Plus,Low,Extreme,Regular,Advanced,Basic,Partially Colocated,Poor,7,9,1.0,High
PROJ_3126,IT,13,1120767.05,17,7.34,12,Agile,Mixed,1,4,2.54,Closure,Moderate,0.27,0.68,0,4.07,Low,Familiar,3,Poor,0.07,1.27,Moderate,Mixed,0.94,7.13,0.65,Low,1.37,5,0.66,0.07,Junior PM,Ad-hoc,Medium,Limited,Mixed,Fixed-Price,Medium,High,Strategic,Basic,None,Fully Colocated,Basic,12,3,1.1,Critical
PROJ_3127,Manufacturing,9,1015812.96,15,6.14,7,Kanban,Senior,6,2,4.6,Monitoring,Stable,0.34,0.58,1,5.59,Medium,Expert,2,Medium,0.02,1.07,Strong,External,0.67,5.27,0.53,Critical,0.72,0,0.57,0.0,Senior PM,Ad-hoc,Low,Limited,N/A,Fixed-Price,Low,Moderate,Regular,Basic,None,Fully Remote,Basic,10,5,1.0,Medium
PROJ_3128,IT,11,653995.07,18,8.39,11,Agile,Mixed,2,4,0.68,Execution,Volatile,0.49,0.37,3,4.36,Low,New,5,Excellent,0.14,1.25,Strong,Internal,0.53,6.66,0.92,Critical,0.43,0,0.84,0.31,Junior PM,Ad-hoc,High,Moderate,Modern/Stable,Hybrid,High,High,First-time,Basic,Formal,Fully Colocated,Excellent,6,5,1.0,Critical
PROJ_3129,Construction,42,2819249.87,31,7.23,20,Waterfall,Junior,1,4,0.98,Initiation,Stable,0.26,0.8,2,8.13,High,Expert,2,Low,0.0,0.7,Moderate,External,0.29,8.68,0.72,Medium,3.51,0,0.68,0.0,Senior PM,Defined,Medium,Excellent,N/A,Cost-Plus,Medium,Moderate,Strategic,None,Formal,Fully Remote,Basic,1,3,1.0,Medium
PROJ_3130,IT,2,446683.68,6,3.23,3,Scrum,Mixed,1,1,0.53,Monitoring,Moderate,0.29,0.51,0,1.11,Medium,Familiar,2,Excellent,0.26,1.29,Strong,Internal,0.61,3.31,0.87,High,0.21,0,0.88,0.96,Junior PM,Managed,High,Good,Modern/Stable,Time & Materials,High,Moderate,First-time,Formal,Basic,Hybrid,Basic,4,1,1.0,Medium
PROJ_3131,Construction,48,3025329.32,36,7.97,21,Waterfall,Mixed,1,2,1.0,Execution,Moderate,0.47,0.74,0,0.61,Medium,Familiar,1,High,0.0,0.66,Strong,External,0.5,3.31,0.74,Medium,1.23,2,0.69,0.0,Mid-level PM,Defined,Low,Good,N/A,Time & Materials,High,Moderate,Strategic,Basic,Basic,Partially Colocated,Basic,11,3,1.0,Medium
PROJ_3132,IT,6,490685.58,5,3.07,10,Agile,Senior,4,3,0.34,Execution,Stable,0.4,0.46,1,7.21,Medium,Familiar,4,Poor,0.35,0.87,Strong,External,0.34,5.93,0.74,Low,1.0,7,0.6,0.29,Junior PM,Managed,High,Moderate,Modern/Stable,Time & Materials,Low,Moderate,Strategic,Basic,Advanced,Fully Colocated,Excellent,10,1,1.1,Medium
PROJ_3133,Manufacturing,13,1319861.43,20,8.06,10,Kanban,Junior,1,5,2.63,Monitoring,Moderate,0.36,0.64,1,3.24,High,New,2,Poor,0.01,0.61,Moderate,Government,0.96,4.61,0.84,Low,0.44,6,0.85,0.0,Mid-level PM,Defined,Low,Limited,N/A,Time & Materials,Medium,High,Regular,None,None,Fully Remote,Basic,9,7,1.0,Critical
PROJ_3134,Construction,23,1641922.59,21,5.12,12,Hybrid,Senior,3,4,2.76,Initiation,Moderate,0.23,0.7,0,1.17,Low,Expert,4,Poor,0.0,0.85,Moderate,Mixed,0.7,8.67,0.89,High,1.74,4,0.9,0.0,Senior PM,Defined,High,Poor,N/A,Hybrid,High,Stable,Occasional,Advanced,Formal,Fully Colocated,Poor,12,5,1.0,Medium
PROJ_3135,IT,9,614491.72,13,5.22,5,Agile,Junior,2,3,0.48,Execution,Volatile,0.15,0.89,2,1.22,Medium,Expert,2,Medium,0.0,0.62,Moderate,External,0.89,9.44,0.38,Medium,0.8,4,0.19,0.41,Junior PM,Defined,High,Moderate,Modern/Stable,Fixed-Price,High,Stable,First-time,Basic,Basic,Fully Remote,Basic,8,5,1.0,High
PROJ_3136,IT,13,831152.47,17,8.44,9,Agile,Mixed,2,3,2.12,Planning,Stable,0.58,0.61,0,3.45,High,New,5,Medium,0.19,0.97,Strong,Internal,0.65,7.52,0.8,Medium,1.39,3,0.58,0.28,Mid-level PM,Managed,High,Poor,Mixed,Cost-Plus,Low,High,Occasional,Formal,None,Fully Remote,Basic,11,5,1.1,High
PROJ_3137,Construction,43,2481704.34,32,6.37,21,Waterfall,Mixed,0,3,3.24,Initiation,Moderate,0.36,0.65,0,4.51,High,Familiar,1,Excellent,0.0,0.9,Moderate,Government,0.17,1.61,0.45,High,1.43,1,0.61,0.0,Mid-level PM,Defined,High,Good,N/A,Time & Materials,High,Stable,Strategic,Basic,Basic,Fully Remote,Good,9,5,1.0,Medium
PROJ_3138,Healthcare,12,1107111.92,14,4.84,10,Kanban,Junior,2,1,1.25,Planning,Stable,0.32,0.91,1,3.25,Medium,Expert,4,Low,0.0,0.73,Moderate,Government,0.34,2.12,0.44,Low,0.18,7,0.84,0.0,Junior PM,Managed,Medium,Moderate,N/A,Cost-Plus,Low,Moderate,Strategic,Formal,None,Fully Remote,Good,9,3,1.0,Medium
PROJ_3139,IT,2,422773.78,7,3.91,9,Scrum,Mixed,1,0,1.1,Execution,Stable,0.52,0.92,0,3.6,Low,New,5,Medium,0.28,1.11,Moderate,External,0.03,3.36,0.69,Low,2.36,2,0.73,0.41,Mid-level PM,Managed,Strict,Limited,Modern/Stable,Time & Materials,Low,Moderate,First-time,Basic,Formal,Fully Remote,Poor,4,2,1.0,Critical
PROJ_3140,R&D,20,1619024.65,25,9.19,11,Scrum,Expert,4,5,1.36,Initiation,Volatile,0.05,0.53,1,5.48,High,Expert,1,Low,0.0,0.81,Moderate,Government,0.43,5.03,0.93,Critical,0.27,6,0.72,0.0,Mid-level PM,Managed,High,Good,N/A,Time & Materials,Low,High,Occasional,Basic,Basic,Partially Colocated,Basic,8,7,1.0,Medium
PROJ_3141,Manufacturing,5,467912.12,7,3.36,10,Scrum,Senior,3,1,0.77,Execution,Moderate,0.21,0.77,0,6.48,Critical,Familiar,4,Medium,0.17,0.89,Moderate,Internal,0.62,9.33,0.96,Critical,0.85,5,0.86,0.0,Certified PM,Optimizing,Medium,Excellent,N/A,Time & Materials,Medium,Stable,Regular,Basic,Advanced,Partially Colocated,Basic,12,1,1.0,Low
PROJ_3142,IT,8,880833.53,8,4.16,10,Scrum,Senior,2,3,2.99,Monitoring,Moderate,0.26,0.85,2,5.1,Medium,New,1,Low,0.23,0.77,Moderate,External,0.43,3.56,0.41,Low,2.53,6,0.8,0.84,Senior PM,Managed,High,Poor,Modern/Stable,Fixed-Price,Low,Moderate,Regular,Basic,Basic,Fully Remote,Good,6,3,1.0,High
PROJ_3143,Construction,29,1689452.01,25,6.31,17,Waterfall,Senior,5,2,1.09,Closure,Volatile,0.24,0.73,2,5.14,Critical,Expert,4,Poor,0.0,0.94,Moderate,Government,0.66,9.96,0.37,Medium,0.66,0,0.58,0.0,Mid-level PM,Defined,Low,Poor,N/A,Fixed-Price,High,High,Regular,Formal,Advanced,Fully Colocated,Basic,5,5,1.0,Medium
PROJ_3144,IT,14,786512.94,20,10.0,11,Scrum,Mixed,3,7,0.83,Initiation,Moderate,0.28,0.66,2,8.2,Critical,Expert,5,Low,0.2,0.81,Moderate,Internal,0.8,9.98,0.51,Low,1.81,6,0.77,0.01,Certified PM,Managed,High,Moderate,Legacy/Unstable,Time & Materials,Low,High,First-time,Basic,Formal,Hybrid,Good,4,3,1.0,High
PROJ_3145,Marketing,8,735439.01,17,7.48,10,Scrum,Mixed,2,2,0.56,Execution,Stable,0.04,0.86,3,6.62,Low,New,2,Medium,0.09,0.67,Moderate,External,0.9,5.01,0.87,Critical,1.97,0,0.67,0.0,Mid-level PM,Defined,Low,Good,N/A,Time & Materials,High,Extreme,First-time,Basic,Formal,Partially Colocated,Good,9,3,1.0,Critical
PROJ_3146,Construction,27,1879394.06,26,7.07,14,Hybrid,Senior,2,3,3.53,Initiation,Moderate,0.23,0.81,3,2.09,Low,Expert,3,Low,0.0,0.71,Moderate,External,0.08,3.64,0.55,Low,0.81,1,0.91,0.0,Senior PM,Managed,Medium,Limited,N/A,Time & Materials,High,High,Occasional,Advanced,Advanced,Fully Colocated,Good,3,5,1.0,Medium
PROJ_3147,IT,8,1061189.3,13,4.3,9,Kanban,Senior,2,1,1.48,Initiation,Stable,0.36,0.79,2,2.9,Medium,Familiar,2,Low,0.0,0.6,Moderate,Internal,0.62,4.12,0.57,High,1.12,0,0.89,0.08,Senior PM,Managed,Low,Moderate,Modern/Stable,Cost-Plus,Low,Moderate,Strategic,Formal,None,Fully Remote,Basic,1,4,1.0,Medium
PROJ_3148,IT,10,853930.15,15,4.58,12,Kanban,Mixed,0,4,1.42,Closure,Stable,0.46,0.51,0,2.83,Medium,Familiar,3,Poor,0.0,1.22,Strong,External,0.8,4.1,0.69,High,1.24,2,0.74,0.5,Junior PM,Optimizing,High,Moderate,Modern/Stable,Hybrid,Medium,Moderate,Regular,Formal,Basic,Partially Colocated,Good,3,4,1.0,Medium
PROJ_3149,IT,12,922084.56,15,5.45,12,Scrum,Senior,3,3,1.31,Execution,Moderate,0.27,0.98,3,2.69,Low,Expert,1,High,0.0,0.94,Strong,External,0.09,4.13,0.66,Low,0.17,2,0.55,0.26,Senior PM,Ad-hoc,Strict,Moderate,Mixed,Fixed-Price,High,High,Strategic,None,None,Partially Colocated,Basic,2,4,1.0,Medium
PROJ_3150,Construction,24,1162526.41,19,5.28,14,Waterfall,Junior,0,4,1.94,Planning,Moderate,0.29,0.65,0,9.52,Critical,Familiar,3,Poor,0.0,1.25,Strong,External,0.61,5.73,0.58,High,4.04,2,0.82,0.0,Junior PM,Ad-hoc,High,Limited,N/A,Fixed-Price,High,Moderate,First-time,None,Basic,Fully Remote,Poor,4,7,1.0,Critical
PROJ_3151,IT,17,1268021.44,16,7.62,11,Scrum,Senior,3,2,2.18,Closure,Moderate,0.1,0.94,0,4.36,Critical,Familiar,5,Excellent,0.16,1.21,Moderate,External,0.34,7.19,0.86,Critical,0.94,2,0.9,0.28,Senior PM,Defined,Strict,Good,Legacy/Unstable,Fixed-Price,Medium,High,Regular,Formal,Basic,Hybrid,Good,10,1,1.1,High
PROJ_3152,R&D,17,1898691.7,21,8.65,15,Scrum,Junior,1,4,0.37,Planning,Volatile,0.38,0.66,2,1.65,Critical,New,3,Excellent,0.03,0.66,Weak,External,0.11,5.8,0.82,High,0.42,2,0.68,0.0,Junior PM,Defined,Medium,Excellent,N/A,Time & Materials,Low,High,Regular,Basic,Formal,Partially Colocated,Basic,9,8,1.0,High
PROJ_3153,IT,11,893730.29,11,3.32,11,Kanban,Mixed,1,3,4.45,Monitoring,Stable,0.22,0.79,1,5.78,Low,Familiar,5,Poor,0.0,0.93,Moderate,Mixed,0.11,9.9,0.83,Medium,0.61,0,0.71,0.91,Junior PM,Optimizing,High,Limited,Mixed,Time & Materials,Medium,Moderate,Regular,Advanced,Advanced,Partially Colocated,Excellent,4,3,1.0,Low
PROJ_3154,Marketing,14,1181210.03,17,5.74,8,Agile,Mixed,2,4,0.85,Initiation,Stable,0.47,0.9,3,0.48,High,New,4,Medium,0.0,1.27,Strong,Government,0.79,9.05,0.55,Critical,1.05,5,0.52,0.0,Junior PM,Optimizing,High,Good,N/A,Cost-Plus,High,Moderate,Regular,Advanced,Advanced,Fully Colocated,Good,6,1,1.0,Medium
PROJ_3155,Construction,26,1862541.25,18,3.56,15,Waterfall,Mixed,2,2,1.55,Initiation,Volatile,0.12,0.77,4,1.67,Low,New,3,Medium,0.0,1.04,Strong,External,0.81,5.25,0.55,Medium,1.7,7,0.91,0.0,Junior PM,Optimizing,High,Good,N/A,Fixed-Price,High,Stable,Strategic,Advanced,Formal,Partially Colocated,Excellent,3,2,1.0,Medium
PROJ_3156,IT,15,1209580.67,17,7.79,11,Agile,Mixed,0,4,0.27,Closure,Moderate,0.23,0.75,0,2.29,Medium,Familiar,2,Medium,0.13,1.22,Moderate,External,0.87,2.87,0.51,Medium,0.34,1,0.99,0.63,Junior PM,Managed,Medium,Good,Modern/Stable,Time & Materials,Medium,Moderate,Regular,Formal,None,Fully Remote,Excellent,1,1,1.0,Medium
PROJ_3157,Construction,34,1971889.31,31,7.59,19,Waterfall,Junior,1,4,0.45,Closure,Moderate,0.46,0.51,1,2.44,Medium,New,1,Medium,0.0,0.88,Moderate,Internal,0.4,4.45,0.59,Low,0.87,2,0.88,0.0,Junior PM,Managed,High,Limited,N/A,Time & Materials,Medium,Moderate,Regular,Formal,Formal,Hybrid,Basic,12,4,1.0,Critical
PROJ_3158,IT,5,483433.89,6,2.48,6,Kanban,Mixed,0,0,1.03,Planning,Volatile,0.42,0.84,3,6.12,High,Familiar,3,Low,0.03,0.73,Moderate,Mixed,0.04,6.61,0.76,Critical,0.45,2,0.66,0.93,Certified PM,Managed,Medium,Moderate,Legacy/Unstable,Hybrid,Medium,Stable,Occasional,Basic,Formal,Partially Colocated,Good,11,1,1.1,Medium
PROJ_3159,Construction,42,2379934.43,35,9.01,17,Waterfall,Senior,3,4,1.08,Initiation,Moderate,0.28,0.9,2,2.2,High,Familiar,4,Medium,0.0,0.86,Moderate,External,0.96,7.29,0.75,Low,1.06,0,0.48,0.0,Senior PM,Managed,Medium,Limited,N/A,Time & Materials,High,Extreme,Occasional,Formal,Formal,Partially Colocated,Excellent,4,4,1.0,Critical
PROJ_3160,IT,10,624647.24,9,5.05,5,Agile,Junior,1,4,0.94,Closure,Moderate,0.53,0.81,4,2.29,Critical,New,2,Low,0.29,0.87,Moderate,Government,0.16,3.36,0.5,Medium,0.7,7,0.98,0.64,Mid-level PM,Optimizing,High,Limited,Modern/Stable,Hybrid,Medium,Extreme,Occasional,Basic,Advanced,Hybrid,Basic,11,1,1.1,Medium
PROJ_3161,R&D,23,1795543.88,23,9.46,13,Agile,Senior,4,3,8.84,Execution,Moderate,0.22,0.5,1,4.4,Medium,New,4,Medium,0.03,0.85,Moderate,External,0.35,4.99,0.72,Critical,0.16,3,0.76,0.0,Mid-level PM,Managed,Medium,Limited,N/A,Fixed-Price,Low,High,Occasional,Formal,Basic,Partially Colocated,Excellent,10,10,1.0,Medium
PROJ_3162,IT,7,595485.7,7,3.61,10,Scrum,Mixed,0,0,2.14,Planning,Volatile,0.52,1.0,2,2.23,Critical,Familiar,3,Medium,0.22,1.07,Moderate,Internal,0.2,9.5,0.82,Critical,0.7,5,0.96,0.87,Junior PM,Optimizing,Strict,Moderate,Mixed,Cost-Plus,Medium,Stable,Regular,Formal,Advanced,Hybrid,Basic,5,2,1.0,Medium
PROJ_3163,Manufacturing,4,431120.3,8,3.5,7,Kanban,Senior,0,1,0.19,Closure,Moderate,0.28,0.92,3,5.28,Critical,Expert,2,Poor,0.09,0.97,Moderate,Government,0.71,5.24,0.72,High,0.54,2,0.87,0.0,Junior PM,Ad-hoc,Medium,Good,N/A,Time & Materials,High,Moderate,First-time,None,None,Fully Remote,Poor,12,1,1.0,High
PROJ_3164,IT,13,1115659.78,25,10.0,14,Kanban,Junior,2,7,2.0,Closure,Stable,0.6,0.83,2,2.54,High,Familiar,4,Excellent,0.0,1.14,Strong,Government,0.07,4.65,0.89,Low,2.33,5,0.97,0.47,Senior PM,Managed,Strict,Excellent,Mixed,Time & Materials,Medium,High,Occasional,Formal,Formal,Hybrid,Good,4,4,1.0,Low
PROJ_3165,Construction,21,1238691.03,15,4.06,15,Waterfall,Senior,3,1,0.82,Planning,Stable,0.18,0.66,1,4.28,Low,Familiar,2,High,0.0,1.0,Moderate,Government,0.45,3.17,0.6,Low,2.16,0,0.44,0.0,Mid-level PM,Managed,Medium,Moderate,N/A,Time & Materials,Low,Stable,Strategic,None,Basic,Hybrid,Excellent,12,4,1.0,Low
PROJ_3166,Manufacturing,23,1177657.86,21,6.39,13,Waterfall,Mixed,2,5,0.83,Planning,Moderate,0.69,0.67,0,4.19,Critical,Familiar,5,Medium,0.0,1.08,Weak,Internal,0.1,3.93,0.35,High,0.48,1,0.83,0.0,Senior PM,Defined,Low,Limited,N/A,Time & Materials,Medium,High,Regular,Basic,Formal,Fully Colocated,Basic,10,3,1.0,Medium
PROJ_3167,R&D,21,1731056.52,26,9.95,15,Scrum,Expert,3,6,0.63,Closure,Stable,0.42,0.15,1,1.88,Medium,Familiar,1,High,0.0,0.85,Moderate,External,0.84,1.25,0.56,High,0.66,7,0.79,0.0,Mid-level PM,Optimizing,Low,Good,N/A,Time & Materials,Medium,Moderate,Occasional,Advanced,Advanced,Hybrid,Basic,9,1,1.0,Medium
PROJ_3168,IT,11,1010866.8,13,4.69,8,Kanban,Mixed,1,1,0.34,Closure,Moderate,0.24,0.89,1,5.23,Medium,Familiar,4,High,0.0,0.6,Strong,Internal,0.53,2.02,0.33,Low,0.39,4,0.67,0.78,Junior PM,Managed,Medium,Moderate,Mixed,Fixed-Price,Medium,Stable,Regular,Formal,Basic,Fully Remote,Poor,8,4,1.0,Medium
PROJ_3169,Healthcare,13,709215.15,19,8.71,11,Scrum,Senior,3,5,0.59,Execution,Stable,0.09,0.6,1,3.91,Medium,Expert,2,Low,0.13,0.85,Moderate,Government,0.34,8.06,0.33,Critical,0.3,3,0.85,0.0,Senior PM,Defined,Strict,Moderate,N/A,Time & Materials,Medium,Extreme,First-time,Basic,Basic,Hybrid,Basic,1,3,1.0,High
PROJ_3170,IT,14,940154.92,19,8.86,7,Agile,Senior,2,3,2.77,Closure,Moderate,0.17,0.7,1,5.27,High,Familiar,3,Low,0.14,0.84,Strong,Internal,0.81,3.47,0.99,Critical,0.24,6,0.77,0.14,Senior PM,Defined,High,Excellent,Legacy/Unstable,Time & Materials,Medium,Moderate,First-time,Basic,None,Fully Remote,Basic,7,5,1.0,High
